card,card_order,ResourceID,identifier_content,identifier_type,name_givenname,alt_names,other_identifier_content,other_identifier_type,name_type,name_language,id,alternative_name_content,alternative_name_content_type,alternative_name_content_language
Alternate names,1,c7500f25-d947-5020-936e-87e1b8103095,,,,,,,,,https://n2t.net/ark:/15052/11d237fc-54ca-4996-9289-46f1de6315c3,Sint-Augustinus,Alternative,Nederlands
Alternate names,1,c7500f25-d947-5020-936e-87e1b8103095,,,,,,,,,https://n2t.net/ark:/15052/11d237fc-54ca-4996-9289-46f1de6315c3,St. Augustinus,Alternative,Nederlands
Alternate names,1,c7500f25-d947-5020-936e-87e1b8103095,,,,,,,,,https://n2t.net/ark:/15052/11d237fc-54ca-4996-9289-46f1de6315c3,Sint Augustinus,Alternative,Nederlands
Actors,0,c75cb64b-eb9a-5226-ad87-4c53a0b6d20a,https://n2t.net/ark:/15052/112c8a33-3fcf-4999-99ee-71a436ef5e77,Brabant Cloud ARK Identifier,Petrus J. Soffers,"['P. Soffers', 'P.J. Soffers']",https://www.wikidata.org/entity/Q2620477,Wikidata,Primary,Nederlands,,,,
Alternate names,1,c75cb64b-eb9a-5226-ad87-4c53a0b6d20a,,,,,,,,,https://n2t.net/ark:/15052/112c8a33-3fcf-4999-99ee-71a436ef5e77,P. Soffers,Alternative,Nederlands
Alternate names,1,c75cb64b-eb9a-5226-ad87-4c53a0b6d20a,,,,,,,,,https://n2t.net/ark:/15052/112c8a33-3fcf-4999-99ee-71a436ef5e77,P.J. Soffers,Alternative,Nederlands
Actors,0,c8515f7c-5a02-59a3-8f0f-563c84a9c6a5,https://n2t.net/ark:/15052/67ce8cf0-af18-4772-9cfa-21746b609a75,Brabant Cloud ARK Identifier,Onze-Lieve-Vrouw van Vlaanderen,"['Maria van Vlaanderen', 'O.L.V. van Vlaanderen', 'Onze Lieve Vrouw van Vlaanderen']",https://www.wikidata.org/wiki/Q1861702,Wikidata,Primary,Nederlands,,,,
Alternate names,1,c8515f7c-5a02-59a3-8f0f-563c84a9c6a5,,,,,,,,,https://n2t.net/ark:/15052/67ce8cf0-af18-4772-9cfa-21746b609a75,Maria van Vlaanderen,Alternative,Nederlands
Alternate names,1,c8515f7c-5a02-59a3-8f0f-563c84a9c6a5,,,,,,,,,https://n2t.net/ark:/15052/67ce8cf0-af18-4772-9cfa-21746b609a75,O.L.V. van Vlaanderen,Alternative,Nederlands
Alternate names,1,c8515f7c-5a02-59a3-8f0f-563c84a9c6a5,,,,,,,,,https://n2t.net/ark:/15052/67ce8cf0-af18-4772-9cfa-21746b609a75,Onze Lieve Vrouw van Vlaanderen,Alternative,Nederlands
Actors,0,c86b02ae-5462-5708-a9ad-37742b3abeaa,https://n2t.net/ark:/15052/e314ea94-d514-49f6-ac16-98ded93b452b,Brabant Cloud ARK Identifier,Justinus van Roosendaal,Adrianus van de Wijgaert,,,Primary,Nederlands,,,,
Actors,0,c8ad592a-14cc-56fd-b8f0-33938670f49a,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,Brabant Cloud ARK Identifier,Carl Weber,"['K. Weber', 'Carl Eugène Marie Hubert Apolinarius Ferdinand Weber', 'Karl Weber', 'Karel Weber', 'Karel Eugène Marie Hubert Apolinarius Ferdinand Weber', 'Charles Weber', 'C.E.M.H.A.F. Weber', 'C. Weber']",https://www.wikidata.org/entity/Q2060215,Wikidata,Primary,Nederlands,,,,
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,K. Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,Carl Eugène Marie Hubert Apolinarius Ferdinand Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,Karl Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,Karel Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,Karel Eugène Marie Hubert Apolinarius Ferdinand Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,Charles Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,C.E.M.H.A.F. Weber,Alternative,Nederlands
Alternate names,1,c8ad592a-14cc-56fd-b8f0-33938670f49a,,,,,,,,,https://n2t.net/ark:/15052/390b482f-1d88-4919-a19e-0cc395cf95fe,C. Weber,Alternative,Nederlands
Actors,0,c8e2af2f-47ef-52ba-83f4-e0d0465adb44,https://n2t.net/ark:/15052/858d0c4f-437b-48cb-bda2-7771f8649305,Brabant Cloud ARK Identifier,Fidelis van Sigmaringen,"['Sint Fidelis', 'Fedelis van Sigmaringen', 'St. Fidelis']",https://www.wikidata.org/entity/Q470613,Wikidata,Primary,Nederlands,,,,
Alternate names,1,c8e2af2f-47ef-52ba-83f4-e0d0465adb44,,,,,,,,,https://n2t.net/ark:/15052/858d0c4f-437b-48cb-bda2-7771f8649305,Sint Fidelis,Alternative,Nederlands
Alternate names,1,c8e2af2f-47ef-52ba-83f4-e0d0465adb44,,,,,,,,,https://n2t.net/ark:/15052/858d0c4f-437b-48cb-bda2-7771f8649305,Fedelis van Sigmaringen,Alternative,Nederlands
Alternate names,1,c8e2af2f-47ef-52ba-83f4-e0d0465adb44,,,,,,,,,https://n2t.net/ark:/15052/858d0c4f-437b-48cb-bda2-7771f8649305,St. Fidelis,Alternative,Nederlands
Actors,0,c984c08d-a772-5a02-ab6a-c42508cafd89,https://n2t.net/ark:/15052/d7fc97af-6a99-4a21-a084-4ac19508df0c,Brabant Cloud ARK Identifier,Van Mourik & Van Wely,,,,Primary,Nederlands,,,,
Actors,0,c9ba3676-983e-5e05-ae1c-8d3eb004dd27,https://n2t.net/ark:/15052/9100d93e-9609-43ad-8a5e-2b13b59afe20,Brabant Cloud ARK Identifier,W. Oomen,,,,Primary,Nederlands,,,,
Actors,0,ca71f399-d150-535a-9a5e-dd94e2c8515f,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,Brabant Cloud ARK Identifier,Felix van Dennenburg,"['Broeder Felix', 'Kees Baijens', 'C.J. Baijens', 'Cornelus Johannes Baijens', 'K. Baijens', 'F. Baijens', 'Felix Baijens', 'F. van Dennenburg', 'Felix Baijens van Dennenburg']",http://www.wikidata.org/entity/Q26154992,Wikidata,Primary,Nederlands,,,,
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,Broeder Felix,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,Kees Baijens,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,C.J. Baijens,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,Cornelus Johannes Baijens,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,K. Baijens,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,F. Baijens,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,Felix Baijens,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,F. van Dennenburg,Alternative,Nederlands
Alternate names,1,ca71f399-d150-535a-9a5e-dd94e2c8515f,,,,,,,,,https://n2t.net/ark:/15052/720437fa-a07b-4e29-9539-226e7ebcd275,Felix Baijens van Dennenburg,Alternative,Nederlands
Actors,0,cab2b76f-3c0d-5012-8222-1a2226484c50,https://n2t.net/ark:/15052/f7bd215a-4679-477e-94cc-274827a1231b,Brabant Cloud ARK Identifier,Dionysius van Parijs,"['Sint-Dionysius', 'Dyonisius van Parijs', 'Sint-Denijs']",https://www.wikidata.org/entity/Q244380,Wikidata,Primary,Nederlands,,,,
Alternate names,1,cab2b76f-3c0d-5012-8222-1a2226484c50,,,,,,,,,https://n2t.net/ark:/15052/f7bd215a-4679-477e-94cc-274827a1231b,Sint-Dionysius,Alternative,Nederlands
Alternate names,1,cab2b76f-3c0d-5012-8222-1a2226484c50,,,,,,,,,https://n2t.net/ark:/15052/f7bd215a-4679-477e-94cc-274827a1231b,Dyonisius van Parijs,Alternative,Nederlands
Alternate names,1,cab2b76f-3c0d-5012-8222-1a2226484c50,,,,,,,,,https://n2t.net/ark:/15052/f7bd215a-4679-477e-94cc-274827a1231b,Sint-Denijs,Alternative,Nederlands
Actors,0,ce745822-e324-5ecc-ac69-efa64375b7ce,https://n2t.net/ark:/15052/43674da0-7c57-4e96-8ca9-59e5f5a0c1e5,Brabant Cloud ARK Identifier,Reintjes,,,,Primary,Nederlands,,,,
Actors,0,cedd23c4-aa61-53ed-b322-170f2ac40350,https://n2t.net/ark:/15052/6dc0f577-b706-4f18-83a8-50548f252d6f,Brabant Cloud ARK Identifier,Johannes Heijkants,J. Heijkants,,,Primary,Nederlands,,,,
Actors,0,cf1aed92-262d-5447-a31b-0156db115329,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,Brabant Cloud ARK Identifier,Harrie Bonsel,"['Henricus Bonsel', 'Harrie Bonsel', 'H.C. Bonsel']",,,Primary,Nederlands,,,,
Alternate names,1,cf1aed92-262d-5447-a31b-0156db115329,,,,,,,,,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,Henricus Bonsel,Alternative,Nederlands
Alternate names,1,cf1aed92-262d-5447-a31b-0156db115329,,,,,,,,,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,Harrie Bonsel,Alternative,Nederlands
Alternate names,1,cf1aed92-262d-5447-a31b-0156db115329,,,,,,,,,https://n2t.net/ark:/15052/1cad88b2-65ea-4930-8d7a-c96697e1dbaf,H.C. Bonsel,Alternative,Nederlands
Actors,0,d13a1481-177a-53f0-b492-466904985409,https://n2t.net/ark:/15052/1e27507a-df24-47a3-a400-fd4d9bf1229c,Brabant Cloud ARK Identifier,M. Lambriex,,,,Primary,Nederlands,,,,
Actors,0,d2be7260-c41a-54a0-8d83-0681d63d09d3,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Brabant Cloud ARK Identifier,Pierre Cuypers,"['Peter J.J. de Cuyper', 'P.J.H. Cuypers', 'Petrus Joseph Hubertus Cuypers', 'Petrus Josephus Hubertus Cuypers', 'Pierre Joseph Hubert Cuypers']",https://www.wikidata.org/entity/Q540431,Wikidata,Primary,Nederlands,,,,
Alternate names,1,d2be7260-c41a-54a0-8d83-0681d63d09d3,,,,,,,,,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Peter J.J. de Cuyper,Alternative,Nederlands
Alternate names,1,d2be7260-c41a-54a0-8d83-0681d63d09d3,,,,,,,,,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,P.J.H. Cuypers,Alternative,Nederlands
Alternate names,1,d2be7260-c41a-54a0-8d83-0681d63d09d3,,,,,,,,,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Petrus Joseph Hubertus Cuypers,Alternative,Nederlands
Alternate names,1,d2be7260-c41a-54a0-8d83-0681d63d09d3,,,,,,,,,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Petrus Josephus Hubertus Cuypers,Alternative,Nederlands
Alternate names,1,d2be7260-c41a-54a0-8d83-0681d63d09d3,,,,,,,,,https://n2t.net/ark:/15052/ed3f1207-8a6c-4995-b25a-572386e53b26,Pierre Joseph Hubert Cuypers,Alternative,Nederlands
Actors,0,d2c4280c-35eb-5750-bea9-3090ab52ddb3,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Brabant Cloud ARK Identifier,Johannes de Evangelist,"['Sint-Jan-in-de-Olie', 'Joannes Evangelist', 'Sint-Jan in de Olie', 'Johannes Zebedeüs', 'Apostel Johannes', 'Johannes Zebedeus', 'Sint-Johannes Evangelist', 'Sint-Jan-Evangelist', 'Sint-Jan Evangelist', 'Sint Johannes Evangelist', 'Sint Jan Evangelist', 'Evangelist Johannes', 'Johannes Evangelist', 'Johannes', 'Heilige Johannes']","['https://www.wikidata.org/entity/Q328804', 'https://www.wikidata.org/entity/Q44015']",Wikidata,Primary,Nederlands,,,,
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint-Jan-in-de-Olie,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Joannes Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint-Jan in de Olie,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Johannes Zebedeüs,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Apostel Johannes,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Johannes Zebedeus,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint-Johannes Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint-Jan-Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint-Jan Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint Johannes Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Sint Jan Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Evangelist Johannes,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Johannes Evangelist,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Johannes,Alternative,Nederlands
Alternate names,1,d2c4280c-35eb-5750-bea9-3090ab52ddb3,,,,,,,,,https://n2t.net/ark:/15052/5efb3721-d5f9-4e83-adf7-6f034104ff72,Heilige Johannes,Alternative,Nederlands
Actors,0,d31cc07d-2c50-5149-86cb-58104a77fa47,https://n2t.net/ark:/15052/e6bc2671-dab8-46f5-8222-10b8ba7982db,Brabant Cloud ARK Identifier,H.C. Dobbe,"['H. Dobbe', 'Hugo C. Dobbe van Pelt', 'H.C. Dobbe van Pelt', 'Hugo Cornelis Dobbe']",https://www.wikidata.org/entity/Q26159944,Wikidata,Primary,Nederlands,,,,
Alternate names,1,d31cc07d-2c50-5149-86cb-58104a77fa47,,,,,,,,,https://n2t.net/ark:/15052/e6bc2671-dab8-46f5-8222-10b8ba7982db,H. Dobbe,Alternative,Nederlands
Alternate names,1,d31cc07d-2c50-5149-86cb-58104a77fa47,,,,,,,,,https://n2t.net/ark:/15052/e6bc2671-dab8-46f5-8222-10b8ba7982db,Hugo C. Dobbe van Pelt,Alternative,Nederlands
Alternate names,1,d31cc07d-2c50-5149-86cb-58104a77fa47,,,,,,,,,https://n2t.net/ark:/15052/e6bc2671-dab8-46f5-8222-10b8ba7982db,H.C. Dobbe van Pelt,Alternative,Nederlands
Alternate names,1,d31cc07d-2c50-5149-86cb-58104a77fa47,,,,,,,,,https://n2t.net/ark:/15052/e6bc2671-dab8-46f5-8222-10b8ba7982db,Hugo Cornelis Dobbe,Alternative,Nederlands
Actors,0,d39e5c88-b1a3-52ff-891f-491c8e1e5815,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Brabant Cloud ARK Identifier,Maria,"['Onze Lieve Vrouw', 'Onze-Lieve-Vrouw', 'Onze-Lieve-Vrouwe', 'Sint-Maria', 'OLV', 'Mary', 'Moeder Gods', 'Moeder van God', 'Maria van Nazareth', 'Onze Lieve Vrouwe', 'Heilige Maagd', 'Heilige Maagd Maria', 'Maagd Maria', 'Maria (moeder van jezus)']",https://www.wikidata.org/entity/Q345,Wikidata,Primary,Nederlands,,,,
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Onze Lieve Vrouw,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Onze-Lieve-Vrouw,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Onze-Lieve-Vrouwe,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Sint-Maria,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,OLV,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Mary,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Moeder Gods,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Moeder van God,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Maria van Nazareth,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Onze Lieve Vrouwe,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Heilige Maagd,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Heilige Maagd Maria,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Maagd Maria,Alternative,Nederlands
Alternate names,1,d39e5c88-b1a3-52ff-891f-491c8e1e5815,,,,,,,,,https://n2t.net/ark:/15052/0691a3f5-46d0-4252-8e05-613391d1598a,Maria (moeder van jezus),Alternative,Nederlands
Actors,0,d487ebed-12a8-5302-969f-3175f042c3f2,https://n2t.net/ark:/15052/9f9d34a6-ed0f-4a4a-a96f-6f414988ae2a,Brabant Cloud ARK Identifier,Mattias,"['Mathias', 'Mattathias', 'Sint Mattias', 'Sint-Matthias', 'Matthias']",https://www.wikidata.org/wiki/Q44020,Wikidata,Primary,Nederlands,,,,
Alternate names,1,d487ebed-12a8-5302-969f-3175f042c3f2,,,,,,,,,https://n2t.net/ark:/15052/9f9d34a6-ed0f-4a4a-a96f-6f414988ae2a,Mathias,Alternative,Nederlands
Alternate names,1,d487ebed-12a8-5302-969f-3175f042c3f2,,,,,,,,,https://n2t.net/ark:/15052/9f9d34a6-ed0f-4a4a-a96f-6f414988ae2a,Mattathias,Alternative,Nederlands
Alternate names,1,d487ebed-12a8-5302-969f-3175f042c3f2,,,,,,,,,https://n2t.net/ark:/15052/9f9d34a6-ed0f-4a4a-a96f-6f414988ae2a,Sint Mattias,Alternative,Nederlands
Alternate names,1,d487ebed-12a8-5302-969f-3175f042c3f2,,,,,,,,,https://n2t.net/ark:/15052/9f9d34a6-ed0f-4a4a-a96f-6f414988ae2a,Sint-Matthias,Alternative,Nederlands
Alternate names,1,d487ebed-12a8-5302-969f-3175f042c3f2,,,,,,,,,https://n2t.net/ark:/15052/9f9d34a6-ed0f-4a4a-a96f-6f414988ae2a,Matthias,Alternative,Nederlands
Actors,0,d68520b2-f0de-5b98-b9e2-18128ba5842d,https://n2t.net/ark:/15052/7e61e648-5383-405e-a749-cfadd68d3531,Brabant Cloud ARK Identifier,A. van de Laan,,,,Primary,Nederlands,,,,
Actors,0,d7224127-adc9-5141-9114-abcc801347c1,https://n2t.net/ark:/15052/611a1316-73ec-4883-a50b-d27d3277e36f,Brabant Cloud ARK Identifier,H. Franssen,,,,Primary,Nederlands,,,,
Actors,0,d7d81930-432b-50cb-aeab-99bcb5facee8,https://n2t.net/ark:/15052/f37b59dc-b5d7-4d80-b394-e69435e0e8a2,Brabant Cloud ARK Identifier,J. Bennaars,J. Bennaers,,,Primary,Nederlands,,,,
Actors,0,d88876c8-421f-5c5f-a21e-7ce33a05149a,https://n2t.net/ark:/15052/245806c1-3b7a-452f-96b1-1bc4f074683b,Brabant Cloud ARK Identifier,Moeskops,,,,Primary,Nederlands,,,,
Actors,0,d8bd62dc-64b6-53a2-bcff-f41c414b96c7,https://n2t.net/ark:/15052/90840166-0036-413a-a596-198dae2b9176,Brabant Cloud ARK Identifier,P. Dekkers,,,,Primary,Nederlands,,,,
Actors,0,da341289-4f95-57e5-9c82-c9c12c54cee7,https://n2t.net/ark:/15052/cd0a9ddb-d43a-40e5-947b-6e53c95be45b,Brabant Cloud ARK Identifier,Cor Roffelsen,"['Cornelis Roffelsen', 'C. Roffelsen']",http://www.wikidata.org/entity/Q2435807,Wikidata,Primary,Nederlands,,,,
Alternate names,1,da341289-4f95-57e5-9c82-c9c12c54cee7,,,,,,,,,https://n2t.net/ark:/15052/cd0a9ddb-d43a-40e5-947b-6e53c95be45b,Cornelis Roffelsen,Alternative,Nederlands
Alternate names,1,da341289-4f95-57e5-9c82-c9c12c54cee7,,,,,,,,,https://n2t.net/ark:/15052/cd0a9ddb-d43a-40e5-947b-6e53c95be45b,C. Roffelsen,Alternative,Nederlands
Actors,0,da6ee3da-2600-566b-85d9-2ddcaebb78cb,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Brabant Cloud ARK Identifier,Christoffel van Lycië,"['Christoforus', 'Christoffel van Lycie', 'Christophorus', 'Sint Christoffel', 'Sint Kristoffel', 'Sint-Kristoffel', 'Heilige Christoffel', 'Sint-Christoffel', 'Christoffel', 'H. Christoffel']",https://www.wikidata.org/entity/Q193507,Wikidata,Primary,Nederlands,,,,
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Christoforus,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Christoffel van Lycie,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Christophorus,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Sint Christoffel,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Sint Kristoffel,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Sint-Kristoffel,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Heilige Christoffel,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Sint-Christoffel,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,Christoffel,Alternative,Nederlands
Alternate names,1,da6ee3da-2600-566b-85d9-2ddcaebb78cb,,,,,,,,,https://n2t.net/ark:/15052/45d984ea-5e26-4ca8-aab2-cfcf882cc980,H. Christoffel,Alternative,Nederlands
